ticket_id,text,category,urgency
1463,I have an issue with my account.,Account Management,Medium
1464,I'm having trouble connecting to the service. Looking forward to your response.,General/Irrelevant,Medium
1465,the wrong item was sent to me.,Returns & Refunds,Medium
1466,Something isn't functioning correctly in the application.,Technical Support,Medium
1467,The application keeps crashing whenever I try to use this feature. Looking forward to your response.,Technical Support,Low
1468,I forgot my login credentials.,Account Management,Medium
1469,I need assistance regarding something. I appreciate your help with this.,Product Inquiry,High
1470,I'd like to return this item and get my money back.,Returns & Refunds,Medium
1471,I think my account has been compromised. I hope you're having a good day.,Account Management,Medium
1472,Can you help me set up two-factor authentication?,Account Management,Medium
1473,i need assistance with an issue.,Technical Support,High
1474,Can you help me with some information? I hope you're having a good day.,Product Inquiry,Low
1475,I have a question that might not fit your usual categories.,General/Irrelevant,Low
1476,There's a problem I need help with.,Technical Support,High
1477,"I have an issue with my recent purchase. By the way, the weather is nice today.",Billing & Payments,Medium
1478,the application keeps crashing whenever i try to use this feature.,Technical Support,Low
1479,Something's wrong with my access.,Account Management,Medium
1480,i need help with my purchase.,Returns & Refunds,High
1481,can you help me recover my account access?,Account Management,Medium
1482,Can you help me understand this transaction from last week?,Billing & Payments,Medium
1483,I need help with my purchase.,Returns & Refunds,High
1484,I think my account has been compromised.,Account Management,Medium
1485,What accessories are compatible with this product? This is my first time contacting support.,Product Inquiry,Medium
1486,i have an issue with my recent purchase.,Billing & Payments,Medium
1487,I have an issue with my recent purchase.,Billing & Payments,Medium
1488,do you have any recommendations for me? i'm a longtime customer.,General/Irrelevant,Medium
1489,how do i update my profile information?,Account Management,Low
1490,The wrong item was sent to me.,Returns & Refunds,Medium
1491,i'm looking for more details about something.,Product Inquiry,Medium
1492,How do I verify my email address?,Account Management,Medium
1493,What features are included in this version?,Product Inquiry,Medium
1494,My credit card declined but I was still charged.,Billing & Payments,Medium
1495,I have an issue with my recent purchase. I hope you're having a good day.,Billing & Payments,Medium
1496,The service seems to be down or experiencing technical difficulties.,Technical Support,Low
1497,can you provide some information about something?,General/Irrelevant,Low
1498,the feature you mentioned isn't working as described.,Technical Support,Medium
1499,what can you tell me about your company?,General/Irrelevant,Medium
1500,What are the main features of this product?,Product Inquiry,Medium
1501,The system returned an unexpected error code.,Technical Support,Medium
1502,i have a question for you.,General/Irrelevant,Low
1503,I need assistance with something.,General/Irrelevant,High
1504,I'd like to know more about your latest product offerings. Looking forward to your response.,Product Inquiry,High
1505,Can you provide some information about something?,General/Irrelevant,Low
1506,I have a question for you.,Account Management,Medium
1507,I'm having trouble logging into my account.,Account Management,Medium
1508,I'm looking for some general information.,General/Irrelevant,Low
1509,I need to send this back as it's not what I expected.,Returns & Refunds,High
1510,i'd like to return this item and get my money back.,Returns & Refunds,Medium
1511,"I have an issue with my recent purchase. By the way, the weather is nice today.",Billing & Payments,Medium
1512,i need assistance with an issue.,Billing & Payments,High
1513,can you help me out? i appreciate your help with this.,Product Inquiry,Medium
1514,I received a damaged item and would like to return it.,Returns & Refunds,Medium
1515,The application keeps crashing whenever I try to use this feature.,Technical Support,Low
1516,can you help me with some information?,Product Inquiry,Low
1517,The page loads extremely slowly for me.,Technical Support,High
1518,i have an issue with my account.,Account Management,High
1519,can you help me with my purchase?,Billing & Payments,Medium
1520,"I have a question that might not fit your usual categories. By the way, the weather is nice today.",General/Irrelevant,Low
1521,Can you help me resolve this problem?,Technical Support,Medium
1522,There seems to be a problem with the recent charge on my account.,Product Inquiry,Medium
1523,I'd like to return this purchase for a refund.,Returns & Refunds,Medium
1524,My credit card declined but I was still charged. This is my first time contacting support.,Billing & Payments,Medium
1525,Can I get a refund for this purchase?,Returns & Refunds,Medium
1526,Can you help me resolve this problem?,Technical Support,Medium
1527,I can't seem to access the platform from my device. Looking forward to your response.,Technical Support,Medium
1528,"This product doesn't meet my expectations and I'd like to return it. By the way, the weather is nice today.",Returns & Refunds,Medium
1529,can i get a refund for this purchase?,Returns & Refunds,Medium
1530,can you help me with my account issue? i'm a longtime customer.,Billing & Payments,Medium
1531,Can you help me understand this transaction from last week?,Billing & Payments,Medium
1532,i was charged multiple times for the same order.,Billing & Payments,Medium
1533,How do I update my profile information?,Account Management,Low
1534,what accessories are compatible with this product?,Product Inquiry,Medium
1535,Can you help me with my purchase?,Account Management,Medium
1536,The wrong item was sent to me.,Returns & Refunds,Medium
1537,how do i initiate a return?,Returns & Refunds,Medium
1538,I was charged multiple times for the same order.,Billing & Payments,Medium
1539,This product doesn't meet my expectations and I'd like to return it.,Returns & Refunds,Medium
1540,Is this item available in different sizes or colors?,Product Inquiry,Medium
1541,What's the difference between these product versions?,Product Inquiry,Medium
1542,I'm having trouble connecting to the service.,Technical Support,Medium
1543,Can you provide some information about something?,Billing & Payments,Low
1544,i'm interested in learning more about your services.,General/Irrelevant,Medium
1545,can you process a refund for my recent purchase?,Billing & Payments,Medium
1546,I received a damaged item and would like to return it.,Returns & Refunds,Medium
1547,i have an issue with my recent order. i hope you're having a good day.,Returns & Refunds,Medium
1548,Can you help me out?,General/Irrelevant,Medium
1549,I was charged multiple times for the same order.,Billing & Payments,Medium
1550,I'm experiencing performance issues with the platform.,Technical Support,Medium
1551,Can you process a refund for my recent purchase?,Billing & Payments,Medium
1552,just checking in to see how things are going.,General/Irrelevant,Medium
1553,I didn't authorize this charge on my account.,Account Management,Medium
1554,Just checking in to see how things are going.,General/Irrelevant,Medium
1555,can you help me with some information?,General/Irrelevant,Low
1556,i need to send this back as it's not what i expected.,Returns & Refunds,High
1557,Can I get a refund for this purchase?,Returns & Refunds,Medium
1558,Something's wrong with my access.,Account Management,Medium
1559,Can I exchange this for a different option?,General/Irrelevant,Medium
1560,Can you help me with some information?,General/Irrelevant,Low
1561,Something's wrong with my access.,Account Management,Medium
1562,Is this item still being manufactured?,Product Inquiry,Medium
1563,the service seems to be down or experiencing technical difficulties. i appreciate your help with this.,Technical Support,Medium
1564,can you process a refund for my recent purchase?,Billing & Payments,Medium
1565,i noticed an issue with my account - the amount doesn't match what i expected.,Billing & Payments,Medium
1566,There's a bug in the system that prevents me from completing my task.,Technical Support,Medium
1567,I'm getting error messages when trying to access certain features.,Technical Support,Medium
1568,the system returned an unexpected error code.,Technical Support,Medium
1569,Do you have information about what's included in the package?,Product Inquiry,Low
1570,Can you help me with some information?,General/Irrelevant,Low
1571,This product doesn't meet my expectations and I'd like to return it.,Returns & Refunds,Medium
1572,What features are included in this version? I hope you're having a good day.,Product Inquiry,Medium
1573,How do I update my profile information? I appreciate your help with this.,Account Management,Low
1574,Something isn't functioning correctly in the application. Thanks for your assistance.,Technical Support,Medium
1575,I wanted to ask about something in general.,General/Irrelevant,Low
1576,Can you tell me more about the specifications? Thanks for your assistance.,Product Inquiry,Low
1577,I have an issue with my account - something isn't working right. Looking forward to your response.,Technical Support,Medium
1578,I have an issue with my recent purchase.,Billing & Payments,Medium
1579,Can you help me resolve this problem?,Technical Support,Medium
1580,I need assistance with my account.,Account Management,High
1581,"the feature you mentioned isn't working as described. by the way, the weather is nice today.",Technical Support,Medium
1582,Can you help me with some information?,General/Irrelevant,Low
1583,i'd like to return this item and get my money back.,Returns & Refunds,Medium
1584,Can you help me with some information? I hope you're having a good day.,General/Irrelevant,Low
1585,Can I exchange this for a different option?,Returns & Refunds,Medium
1586,Something is wrong with what I received.,Returns & Refunds,Medium
1587,I have a question for you.,General/Irrelevant,Low
1588,I'm looking for some general information.,General/Irrelevant,Low
1589,I can't seem to access the platform from my device.,Technical Support,Medium
1590,Is this item available in different sizes or colors?,Product Inquiry,Medium
1591,Can you help me out?,General/Irrelevant,Medium
1592,i'm interested in learning more about your services.,General/Irrelevant,Medium
1593,This product doesn't meet my expectations and I'd like to return it.,Returns & Refunds,Medium
1594,Something's wrong with my access. Looking forward to your response.,Account Management,Medium
1595,How do I verify my email address?,Account Management,Medium
1596,there seems to be a problem with the recent charge on my account. looking forward to your response.,Billing & Payments,Medium
1597,I forgot my login credentials.,Account Management,Medium
1598,I need to update my payment information.,Billing & Payments,High
1599,Something is wrong with what I received.,Technical Support,Medium
1600,the system returned an unexpected error code. thanks for your assistance.,Technical Support,Low
1601,"there's a discrepancy in my billing statement. by the way, the weather is nice today.",Billing & Payments,Medium
1602,The feature you mentioned isn't working as described.,Technical Support,Medium
1603,I received a damaged item and would like to return it. Thanks for your assistance.,Returns & Refunds,Low
1604,I'd like to return this purchase for a refund. I appreciate your help with this.,Returns & Refunds,Medium
1605,The amount I was charged seems incorrect.,Billing & Payments,Medium
1606,What's the difference between these product versions?,Product Inquiry,Medium
1607,The system returned an unexpected error code.,Returns & Refunds,Medium
1608,i have a question for you.,General/Irrelevant,Low
1609,I'm interested in learning more about your services.,General/Irrelevant,High
1610,The shipment included an incorrect item. This is my first time contacting support.,Returns & Refunds,Medium
1611,can you help me recover my account access?,Account Management,Medium
1612,what features are included in this version?,Product Inquiry,Medium
1613,I have an issue with my recent purchase.,Billing & Payments,Medium
1614,can you help me with some information?,General/Irrelevant,Low
1615,Can I get a refund for this purchase?,Returns & Refunds,Medium
1616,I'd like to know more about your latest product offerings.,Product Inquiry,High
1617,Can you assist me with something?,Returns & Refunds,Medium
1618,Do you have any recommendations for me?,General/Irrelevant,Medium
1619,I'm looking for some general information. I'm a longtime customer.,General/Irrelevant,Low
1620,I'd like to provide feedback about something.,General/Irrelevant,Medium
1621,i have a general inquiry for your team.,General/Irrelevant,Low
1622,Can I exchange this for a different option?,General/Irrelevant,Medium
1623,can you provide some information about something?,General/Irrelevant,Low
1624,"I have an issue with my recent order. By the way, the weather is nice today.",Returns & Refunds,Medium
1625,"Hi there, just wanted to reach out.",General/Irrelevant,Medium
1626,"Hi there, just wanted to reach out. By the way, the weather is nice today.",General/Irrelevant,Low
1627,there's a discrepancy in my billing statement.,Billing & Payments,Medium
1628,the shipment included an incorrect item. i hope you're having a good day.,Returns & Refunds,Medium
1629,There's a problem I need help with.,Technical Support,High
1630,I need assistance regarding something. This is my first time contacting support.,Product Inquiry,High
1631,I need to send this back as it's not what I expected.,Returns & Refunds,High
1632,I forgot my login credentials. I appreciate your help with this.,Account Management,Medium
1633,I'm reaching out about something.,General/Irrelevant,Medium
1634,Do you have information about what's included in the package? I'm a longtime customer.,Product Inquiry,Low
1635,I'm reaching out about something. I hope you're having a good day.,General/Irrelevant,Medium
1636,the application froze while i was using it.,Technical Support,Medium
1637,I need help with my purchase.,Returns & Refunds,High
1638,I'm unable to reset my password.,Account Management,Medium
1639,I need assistance with an issue.,Technical Support,High
1640,The application froze while I was using it.,Technical Support,Medium
1641,What's the difference between these product versions?,Account Management,Medium
1642,how do i update my profile information?,Account Management,Low
1643,My credit card declined but I was still charged. Thanks for your assistance.,Billing & Payments,Low
1644,I forgot my login credentials. Thanks for your assistance.,Account Management,Low
1645,I'd like to update my account information.,Account Management,Low
1646,i'd like to know more about your latest product offerings. i hope you're having a good day.,Product Inquiry,High
1647,the shipment included an incorrect item. looking forward to your response.,Returns & Refunds,Medium
1648,I forgot my login credentials.,Account Management,Medium
1649,I forgot my login credentials. Thanks for your assistance.,Account Management,Low
1650,I'd like to provide feedback about something.,General/Irrelevant,Medium
1651,The product arrived defective and doesn't work.,Returns & Refunds,Medium
1652,can you help me with my account issue?,Account Management,Medium
1653,I'd like to update my account information. This is my first time contacting support.,Account Management,Low
1654,I need help with my purchase.,General/Irrelevant,High
1655,"The amount I was charged seems incorrect. By the way, the weather is nice today.",Billing & Payments,Medium
1656,I think my account has been compromised.,Account Management,Medium
1657,can you process a refund for my recent purchase? i'm a longtime customer.,Billing & Payments,Medium
1658,"What options are available for customization? By the way, the weather is nice today.",Product Inquiry,Medium
1659,I'm looking for some general information.,General/Irrelevant,Low
1660,I'd like to update my account information. Looking forward to your response.,Account Management,Low
1661,I'm looking for some general information. I'm a longtime customer.,General/Irrelevant,Low
1662,i received a damaged item and would like to return it.,Returns & Refunds,Medium
1663,I forgot my login credentials.,Account Management,Medium
1664,the service seems to be down or experiencing technical difficulties.,Technical Support,Medium
1665,I'm getting error messages when trying to access certain features.,Technical Support,Medium
1666,there's a discrepancy in my billing statement.,Billing & Payments,Medium
1667,I'm experiencing performance issues with the platform. I'm a longtime customer.,Technical Support,Medium
1668,"what are the main features of this product? by the way, the weather is nice today.",Product Inquiry,Medium
1669,I didn't authorize this charge on my account.,Account Management,Medium
1670,I can't seem to access the platform from my device.,Technical Support,Medium
1671,i need assistance regarding something.,Product Inquiry,High
1672,I need to change my account password. I'm a longtime customer.,Account Management,High
1673,Can I get a refund for this purchase? Thanks for your assistance.,Returns & Refunds,Low
1674,i have an issue with my recent order. i'm a longtime customer.,Returns & Refunds,Medium
1675,do you have any recommendations for me? looking forward to your response.,General/Irrelevant,Medium
1676,I'd like to return this purchase for a refund.,Returns & Refunds,Medium
1677,i'm looking for some general information. this is my first time contacting support.,General/Irrelevant,Low
1678,I'd like to update my account information.,Account Management,Low
1679,The product arrived defective and doesn't work.,Returns & Refunds,Medium
1680,I wanted to ask about something in general.,General/Irrelevant,Low
1681,i'd like to return this item and get my money back.,Product Inquiry,Medium
1682,how do i update my profile information?,Account Management,Low
1683,There seems to be a problem with the recent charge on my account. This is my first time contacting support.,Billing & Payments,Medium
1684,I have an issue with my recent purchase. This is my first time contacting support.,Billing & Payments,Medium
1685,I have an issue with my recent purchase. Looking forward to your response.,Billing & Payments,Medium
1686,The shipment included an incorrect item. I'm a longtime customer.,Returns & Refunds,Medium
1687,My subscription hasn't been renewed properly. Thanks for your assistance.,Billing & Payments,Low
1688,the product arrived defective and doesn't work.,Returns & Refunds,Medium
1689,is this item still being manufactured?,Product Inquiry,Medium
1690,Can you help me set up two-factor authentication?,General/Irrelevant,Medium
1691,the system returned an unexpected error code.,Technical Support,Medium
1692,can you help me set up two-factor authentication? looking forward to your response.,Account Management,Medium
1693,can you process a refund for my recent purchase?,Billing & Payments,Medium
1694,The application froze while I was using it. This is my first time contacting support.,Technical Support,Medium
1695,I need assistance with my account. I hope you're having a good day.,Account Management,High
1696,The item I received wasn't what I ordered. This is my first time contacting support.,Returns & Refunds,Medium
1697,The application keeps crashing whenever I try to use this feature. I appreciate your help with this.,Technical Support,Low
1698,Is this item available in different sizes or colors?,Product Inquiry,Medium
1699,can you help me with my account issue?,Account Management,Medium
1700,can you help me with some information?,General/Irrelevant,Low
1701,I can't seem to access the platform from my device.,Technical Support,Medium
1702,"hi there, just wanted to reach out.",General/Irrelevant,Medium
1703,i'm getting error messages when trying to access certain features.,Technical Support,Medium
1704,What accessories are compatible with this product? Looking forward to your response.,Product Inquiry,Medium
1705,i'd like to provide feedback about something. thanks for your assistance.,General/Irrelevant,Low
1706,Can you help me recover my account access?,Account Management,Medium
1707,The product arrived defective and doesn't work.,Returns & Refunds,Medium
1708,is there a newer version available?,Product Inquiry,Medium
1709,the service seems to be down or experiencing technical difficulties.,Technical Support,Medium
1710,Can you provide some information about something?,General/Irrelevant,Low
1711,I'm experiencing performance issues with the platform.,Technical Support,Medium
1712,i'm reaching out about something.,General/Irrelevant,Medium
1713,I'm having trouble logging into my account.,Account Management,Medium
1714,"There's a discrepancy in my billing statement. By the way, the weather is nice today.",Account Management,Medium
1715,Can you help me recover my account access? I appreciate your help with this.,Account Management,Medium
1716,I have a general inquiry for your team.,General/Irrelevant,Low
1717,the application froze while i was using it. this is my first time contacting support.,Technical Support,Medium
1718,Can you assist me with something?,Returns & Refunds,Medium
1719,Can you tell me more about the specifications?,Product Inquiry,Medium
1720,Can you help me recover my account access?,Account Management,Medium
1721,I'm experiencing performance issues with the platform. I hope you're having a good day.,Account Management,Medium
1722,Something is wrong with my order. This is my first time contacting support.,Billing & Payments,Medium
1723,Can you tell me more about the specifications?,Product Inquiry,Medium
1724,Can you help me with my purchase?,Billing & Payments,Medium
1725,I have an issue with my recent purchase.,Billing & Payments,Medium
1726,how do i update my profile information?,Account Management,Low
1727,can i exchange this for a different option? this is my first time contacting support.,Returns & Refunds,Medium
1728,i'd like to return this item and get my money back.,Returns & Refunds,Medium
1729,There's a bug in the system that prevents me from completing my task.,Technical Support,Medium
1730,The product arrived defective and doesn't work.,Returns & Refunds,Medium
1731,I can't seem to access the platform from my device. This is my first time contacting support.,Technical Support,Medium
1732,"Hi there, just wanted to reach out.",General/Irrelevant,Medium
1733,I have an issue with my recent order.,Returns & Refunds,Medium
1734,I'd like to return this item and get my money back.,Returns & Refunds,Medium
1735,The page loads extremely slowly for me. Looking forward to your response.,Technical Support,Medium
1736,my subscription hasn't been renewed properly. i hope you're having a good day.,Billing & Payments,Medium
1737,i'm having trouble connecting to the service.,Technical Support,Medium
1738,I'd like to return this purchase for a refund.,Returns & Refunds,Medium
1739,i'd like to update my account information.,Account Management,Low
1740,i received a damaged item and would like to return it.,Returns & Refunds,Medium
1741,i'd like to update my account information.,Account Management,Low
1742,i need assistance with my account.,Account Management,High
1743,I'm having trouble logging into my account. Thanks for your assistance.,Account Management,Low
1744,I'm experiencing performance issues with the platform.,Technical Support,Medium
1745,can you process a refund for my recent purchase? i'm a longtime customer.,Billing & Payments,Medium
1746,I have an issue with my account - something isn't working right.,Technical Support,Medium
1747,what are the main features of this product?,Product Inquiry,Medium
1748,I'd like to update my account information.,Account Management,Low
1749,What features are included in this version?,Product Inquiry,Medium
1750,i need assistance with an issue. i'm a longtime customer.,Technical Support,High
1751,How do I change my subscription settings?,Billing & Payments,Medium
1752,Can you help me with some information?,Product Inquiry,Medium
1753,is this item available in different sizes or colors? this is my first time contacting support.,Product Inquiry,Medium
1754,can you assist me with something?,Returns & Refunds,Medium
1755,I wanted to ask about something in general.,General/Irrelevant,Low
1756,Can you assist me with something?,Returns & Refunds,Medium
1757,Something isn't functioning correctly in the application. Looking forward to your response.,Technical Support,Medium
1758,I'm unable to reset my password.,Account Management,Medium
1759,Something isn't functioning correctly in the application.,Technical Support,Medium
1760,Something isn't functioning correctly in the application.,Technical Support,Medium
1761,Is there a newer version available?,Product Inquiry,Medium
1762,I'm interested in learning more about your services.,General/Irrelevant,Medium
1763,"Hi there, just wanted to reach out. I appreciate your help with this.",General/Irrelevant,Medium
1764,I'm having trouble connecting to the service.,Technical Support,Medium
1765,I can't seem to access the platform from my device.,Technical Support,Medium
1766,I need assistance regarding something.,Product Inquiry,High
1767,I need assistance with an issue.,Technical Support,Medium
1768,What features are included in this version?,Product Inquiry,Medium
1769,Can you help me with my account issue?,Account Management,Medium
1770,What accessories are compatible with this product? I'm a longtime customer.,Product Inquiry,Medium
1771,I need help accessing my account.,Account Management,High
1772,Something is wrong with what I received.,Returns & Refunds,Medium
1773,what accessories are compatible with this product?,Product Inquiry,Medium
1774,The application froze while I was using it.,Technical Support,Medium
1775,What accessories are compatible with this product? I appreciate your help with this.,Product Inquiry,Medium
1776,I'm interested in learning more about your services.,General/Irrelevant,Medium
1777,I wanted to ask about something in general.,General/Irrelevant,Low
1778,i need assistance with an issue.,Technical Support,High
1779,Is this item still being manufactured?,Product Inquiry,Medium
1780,Can you help me recover my account access?,Account Management,Medium
1781,I received a damaged item and would like to return it. I'm a longtime customer.,Returns & Refunds,Medium
1782,i have an issue with my account - something isn't working right.,Technical Support,Medium
1783,how do i verify my email address?,Account Management,Medium
1784,Can you assist me with something?,Returns & Refunds,Medium
1785,is this item still being manufactured?,Product Inquiry,Medium
1786,Something's wrong with my access.,Account Management,Medium
1787,i have a general inquiry for your team.,General/Irrelevant,Low
1788,Can you help me with some information?,Product Inquiry,Low
1789,my subscription hasn't been renewed properly.,Billing & Payments,Medium
1790,I was charged multiple times for the same order.,Billing & Payments,Medium
1791,I'm having trouble connecting to the service.,Technical Support,Medium
1792,i need to change my account password.,Account Management,High
1793,i'm reaching out about something.,Account Management,Medium
1794,Is this item still being manufactured? I'm a longtime customer.,Product Inquiry,Medium
1795,Something's wrong with my access.,Account Management,Medium
1796,"i need assistance with my account. by the way, the weather is nice today.",Account Management,High
1797,Do you have any recommendations for me?,General/Irrelevant,Medium
1798,The feature you mentioned isn't working as described.,Technical Support,Medium
1799,i'm looking for some general information.,General/Irrelevant,Low
1800,i think my account has been compromised.,Account Management,Medium
1801,Something is wrong with my order. I appreciate your help with this.,Billing & Payments,Medium
1802,I noticed an issue with my account - the amount doesn't match what I expected. I'm a longtime customer.,Billing & Payments,Medium
1803,Something is wrong with what I received. Thanks for your assistance.,Returns & Refunds,Low
1804,I think my account has been compromised.,Product Inquiry,Medium
1805,Can you tell me more about the specifications?,Product Inquiry,Medium
1806,How do I update my profile information? I'm a longtime customer.,Technical Support,Low
1807,"Hi there, just wanted to reach out.",General/Irrelevant,Medium
1808,I forgot my login credentials.,Account Management,Medium
1809,The application froze while I was using it.,Technical Support,Medium
1810,Can you assist me with something?,Returns & Refunds,Medium
1811,Can you assist me with something? This is my first time contacting support.,Returns & Refunds,Medium
1812,How do I update my profile information? Thanks for your assistance.,Account Management,Low
1813,Something's wrong with my access.,Account Management,Medium
1814,Something is wrong with my order.,Billing & Payments,Medium
1815,The amount I was charged seems incorrect.,Billing & Payments,Medium
1816,Can I exchange this for a different option? Thanks for your assistance.,Returns & Refunds,Low
1817,Something isn't functioning correctly in the application.,Technical Support,Medium
1818,I need help with my purchase.,Returns & Refunds,High
1819,Can I change the email associated with my account?,Account Management,Medium
1820,"Hi there, just wanted to reach out.",General/Irrelevant,Medium
1821,Is this item available in different sizes or colors? Thanks for your assistance.,Product Inquiry,Low
1822,i'm unable to reset my password.,Account Management,Medium
1823,I didn't authorize this charge on my account.,Billing & Payments,Medium
1824,I wanted to ask about something in general.,General/Irrelevant,Low
1825,How do I update my profile information? This is my first time contacting support.,Account Management,Low
1826,What's the difference between these product versions? Looking forward to your response.,Product Inquiry,Medium
1827,There's a bug in the system that prevents me from completing my task.,Technical Support,Medium
1828,Can you help me recover my account access?,Account Management,Medium
1829,I'm reaching out about something.,General/Irrelevant,Medium
1830,My subscription hasn't been renewed properly.,Billing & Payments,Medium
1831,The item I received wasn't what I ordered.,Returns & Refunds,Medium
1832,The application keeps crashing whenever I try to use this feature.,Technical Support,Low
1833,I need assistance regarding something.,Product Inquiry,High
1834,There's a bug in the system that prevents me from completing my task.,Technical Support,Medium
1835,something is wrong with my order.,Billing & Payments,Medium
1836,I have a question for you.,General/Irrelevant,Low
1837,Can I change the email associated with my account?,Account Management,Medium
1838,The product arrived defective and doesn't work.,Returns & Refunds,Medium
1839,My credit card declined but I was still charged. I appreciate your help with this.,Billing & Payments,Medium
1840,I need assistance with something. I hope you're having a good day.,General/Irrelevant,High
1841,i'm having trouble logging into my account. i'm a longtime customer.,Account Management,Medium
1842,"Can you provide more details about the product? By the way, the weather is nice today.",Product Inquiry,Medium
1843,The shipment included an incorrect item.,Returns & Refunds,High
1844,i need help with my purchase. looking forward to your response.,Technical Support,High
1845,i can't seem to access the platform from my device.,Technical Support,Medium
1846,i need to send this back as it's not what i expected.,Returns & Refunds,High
1847,I'd like to update my account information. This is my first time contacting support.,Account Management,Low
1848,I have an issue with my account. I appreciate your help with this.,Account Management,Medium
1849,i can't seem to access the platform from my device. thanks for your assistance.,Technical Support,Low
1850,How do I change my subscription settings? This is my first time contacting support.,Billing & Payments,Medium
1851,Just checking in to see how things are going. This is my first time contacting support.,General/Irrelevant,Medium
1852,i need assistance regarding something. i hope you're having a good day.,Product Inquiry,High
1853,"the wrong item was sent to me. by the way, the weather is nice today.",Returns & Refunds,Medium
1854,I forgot my login credentials.,Account Management,Medium
1855,The page loads extremely slowly for me.,Technical Support,Medium
1856,Is this item available in different sizes or colors?,Product Inquiry,Medium
1857,What accessories are compatible with this product?,Product Inquiry,Low
1858,I'm looking for more details about something.,Product Inquiry,Medium
1859,I need assistance with my account. Thanks for your assistance.,Account Management,High
1860,"I have a question for you. By the way, the weather is nice today.",General/Irrelevant,Low
1861,What features are included in this version? I appreciate your help with this.,Product Inquiry,Medium
1862,I'm reaching out about something.,General/Irrelevant,Medium
1863,The item I received wasn't what I ordered. Thanks for your assistance.,Returns & Refunds,Low
1864,Can you help me with some information? I appreciate your help with this.,General/Irrelevant,Low
1865,i have an issue with my account - something isn't working right. i appreciate your help with this.,Technical Support,Medium
1866,Can you help me resolve this problem?,Technical Support,Medium
1867,I have an issue with my recent order. I appreciate your help with this.,Returns & Refunds,Medium
1868,The page loads extremely slowly for me. This is my first time contacting support.,Technical Support,Medium
1869,There's a bug in the system that prevents me from completing my task. I appreciate your help with this.,Technical Support,Medium
1870,My subscription hasn't been renewed properly.,Billing & Payments,Medium
1871,How do I initiate a return?,Returns & Refunds,Medium
1872,I'd like to return this item and get my money back. I appreciate your help with this.,Returns & Refunds,Medium
1873,The amount I was charged seems incorrect. Thanks for your assistance.,Billing & Payments,Low
1874,can you provide more details about the product?,Product Inquiry,Medium
1875,I need assistance with an issue. I hope you're having a good day.,Technical Support,High
1876,Can I exchange this for a different option?,Returns & Refunds,Medium
1877,I need assistance with an issue.,Technical Support,High
1878,There's a problem I need help with.,Technical Support,High
1879,I noticed an issue with my account - the amount doesn't match what I expected. Thanks for your assistance.,Billing & Payments,Low
1880,I'd like to return this purchase for a refund. Thanks for your assistance.,Returns & Refunds,Low
1881,i wanted to ask about something in general.,Returns & Refunds,Low
1882,The application keeps crashing whenever I try to use this feature. I hope you're having a good day.,Technical Support,Low
1883,There's a bug in the system that prevents me from completing my task.,Technical Support,Medium
1884,Can you help me out?,General/Irrelevant,Medium
1885,just checking in to see how things are going.,General/Irrelevant,Medium
1886,The application keeps crashing whenever I try to use this feature. I'm a longtime customer.,Technical Support,Low
1887,"what are the main features of this product? by the way, the weather is nice today.",Product Inquiry,Medium
1888,Can you help me resolve this problem?,Technical Support,Medium
1889,i'm having trouble logging into my account.,General/Irrelevant,Medium
1890,I need assistance regarding something.,Product Inquiry,High
1891,The application froze while I was using it.,Technical Support,Medium
1892,how do i update my profile information?,Account Management,Low
1893,i have a general inquiry for your team.,Technical Support,Low
1894,Is there a newer version available?,Product Inquiry,Medium
1895,The wrong item was sent to me.,Returns & Refunds,Medium
1896,I have a question for you.,General/Irrelevant,Low
1897,can you process a refund for my recent purchase? i hope you're having a good day.,Billing & Payments,Medium
1898,i have a general inquiry for your team. i hope you're having a good day.,Technical Support,Low
1899,"I need help accessing my account. By the way, the weather is nice today.",Account Management,High
1900,My subscription hasn't been renewed properly. I'm a longtime customer.,Billing & Payments,Medium
1901,Can you help me with my purchase? I hope you're having a good day.,Billing & Payments,Medium
1902,"Can you provide more details about the product? By the way, the weather is nice today.",Product Inquiry,Medium
1903,There's a discrepancy in my billing statement.,Billing & Payments,Medium
1904,Can you help me with my purchase?,Billing & Payments,Medium
1905,I have a question about an item.,Product Inquiry,Low
1906,I need help with my purchase.,Returns & Refunds,High
1907,I was charged multiple times for the same order. Looking forward to your response.,Billing & Payments,Medium
1908,"i have an issue with my account - something isn't working right. by the way, the weather is nice today.",Technical Support,Medium
1909,something is wrong with my order.,Billing & Payments,Medium
1910,There's a discrepancy in my billing statement.,Billing & Payments,Medium
1911,I have a general inquiry for your team.,General/Irrelevant,Low
1912,can you help me with some information?,Product Inquiry,Low
1913,I think my account has been compromised.,Account Management,Medium
1914,I have an issue with my account - something isn't working right.,Technical Support,Medium
1915,can you assist me with something?,Returns & Refunds,Medium
1916,i need to update my payment information. i appreciate your help with this.,Billing & Payments,High
1917,Can you provide some information about something?,General/Irrelevant,Low
1918,the system returned an unexpected error code.,Technical Support,Medium
1919,There seems to be a problem with the recent charge on my account.,Billing & Payments,Medium
1920,something is wrong with what i received. looking forward to your response.,Returns & Refunds,Medium
1921,I'm having trouble logging into my account.,Account Management,Medium
1922,i need assistance with an issue.,Technical Support,High
1923,I'd like to provide feedback about something.,General/Irrelevant,Medium
1924,I'd like to return this item and get my money back. I'm a longtime customer.,Returns & Refunds,Medium
